Address,Latitude,Longitude,Property Type,Bedrooms,Bathrooms,Parking Spaces,Price,Auction Date,Description,Agent Name,Agent Phone,Image URL
4RH46QHW+XQ,-38.770060209329685,142.79694959236963,Apartment,1,3,1,"$949,815",,A beautiful property located in the heart of VIC.,Agent 411,+61 458 364 322,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.770060209329685,142.79694959236963&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MHJX+GF Point Lonsdale VIC, Australia",-38.318671215480016,144.59867600122345,House,2,3,3,"$689,566",,A beautiful property located in the heart of VIC.,Agent 418,+61 439 832 589,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.318671215480016,144.59867600122345&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG9XRMX+98,-39.016610648592945,147.84835852076202,House,4,1,2,"$573,858",Sun 03 Nov 03:11 AM,A beautiful property located in the heart of VIC.,Agent 403,+61 477 929 729,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.016610648592945,147.84835852076202&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"42G8+Q5 Noojee VIC, Australia",-37.87300202264466,146.01549198558624,House,5,1,2,"$1,209,366",Sun 03 Nov 03:11 AM,A beautiful property located in the heart of VIC.,Agent 929,+61 475 378 448,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.87300202264466,146.01549198558624&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH974FG+7V,-38.72679965307927,147.12722157945615,Unit,5,1,1,"$767,801",,A beautiful property located in the heart of VIC.,Agent 711,+61 424 735 317,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.72679965307927,147.12722157945615&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"6 Keogh Ave, Ardlethan NSW 2665, Australia",-34.34696295226944,146.90035403033045,House,4,1,2,"$1,005,884",,A beautiful property located in the heart of VIC.,Agent 229,+61 497 664 194,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.34696295226944,146.90035403033045&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q9PG+R6 Urana NSW, Australia",-35.212969416327915,146.37551225626518,House,1,2,2,"$1,958,675",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 843,+61 466 874 750,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.212969416327915,146.37551225626518&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9JJ9+4Q Cooleman NSW, Australia",-35.61969361617754,148.61941067556813,House,2,2,2,"$1,518,130",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 211,+61 450 420 151,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.61969361617754,148.61941067556813&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9C2P+87 Murtoa VIC, Australia",-36.6492169296765,142.43563098999797,House,3,3,3,"$1,790,443",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 845,+61 464 589 730,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.6492169296765,142.43563098999797&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"6FP3+QC Toombon VIC, Australia",-37.76302182677549,146.45355924408761,House,2,1,3,"$540,660",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 187,+61 452 199 396,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.76302182677549,146.45355924408761&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PMX6+FQ Murray Downs NSW, Australia",-35.251277374333235,143.66190042724403,Apartment,1,2,1,"$876,658",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 574,+61 497 868 507,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.251277374333235,143.66190042724403&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"CRWC+78 Dalgety NSW, Australia",-36.55434822019859,148.8207832455445,Unit,2,2,3,"$629,188",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 676,+61 408 856 774,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.55434822019859,148.8207832455445&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"JQHH+X2 Tyrendarra VIC, Australia",-38.370048937105,141.7775255343317,Unit,1,2,1,"$1,043,138",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 210,+61 452 655 563,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.370048937105,141.7775255343317&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PCMM+C7 Barrakee VIC, Australia",-36.26641124304018,143.4331428528737,House,3,3,3,"$1,666,136",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 622,+61 400 336 140,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.26641124304018,143.4331428528737&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"J7JQ+55 Mangoplah NSW, Australia",-35.369555537936186,147.2879551471315,Unit,1,1,1,"$1,774,376",,A beautiful property located in the heart of VIC.,Agent 836,+61 493 180 160,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.369555537936186,147.2879551471315&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RP38334+79,-35.696790295480824,141.05597343067254,Unit,4,1,1,"$740,680",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 397,+61 464 593 138,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.696790295480824,141.05597343067254&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8CJJ+6W Wyelangta VIC, Australia",-38.66938417980651,143.4322509147658,House,1,1,1,"$875,254",,A beautiful property located in the heart of VIC.,Agent 125,+61 449 683 882,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.66938417980651,143.4322509147658&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QHX3+3G Mallee NSW, Australia",-34.20230779634841,142.5537885833618,House,1,1,1,"$1,957,752",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 483,+61 451 142 410,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.20230779634841,142.5537885833618&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WF2F+HQ Woolsthorpe VIC, Australia",-38.098519208722735,142.47442259746452,House,2,2,2,"$1,923,883",,A beautiful property located in the heart of VIC.,Agent 118,+61 487 988 227,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.098519208722735,142.47442259746452&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2Q5H+3G Ancona VIC, Australia",-36.99226549800413,145.77875875167334,Unit,1,1,1,"$1,016,784",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 355,+61 426 769 879,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.99226549800413,145.77875875167334&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"R2GR+HV Corack VIC, Australia",-36.17351183785864,143.04213639968023,Unit,4,2,2,"$1,375,159",,A beautiful property located in the heart of VIC.,Agent 244,+61 463 547 306,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.17351183785864,143.04213639968023&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"JHGF+CJ Urangeline NSW, Australia",-35.37398370707667,146.5740522087159,House,2,1,3,"$645,281",,A beautiful property located in the heart of VIC.,Agent 232,+61 463 852 191,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.37398370707667,146.5740522087159&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"CFPR+7M Kilcunda VIC, Australia",-38.56430586231148,145.4917103824465,House,1,2,1,"$1,831,366",,A beautiful property located in the heart of VIC.,Agent 392,+61 443 834 528,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.56430586231148,145.4917103824465&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XHW2+FJ Tooranie NSW, Australia",-35.00380557797125,143.55154562253094,Unit,1,2,1,"$1,839,904",,A beautiful property located in the heart of VIC.,Agent 613,+61 437 776 187,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.00380557797125,143.55154562253094&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ32HCM+WF,-34.977635115512996,141.5837105153887,House,2,1,2,"$610,702",,A beautiful property located in the heart of VIC.,Agent 163,+61 444 815 497,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.977635115512996,141.5837105153887&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8Q2V+65 Bethungra NSW, Australia",-34.69941072260184,147.79289325535936,Unit,2,2,3,"$642,176",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 690,+61 440 388 741,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.69941072260184,147.79289325535936&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GQ5W+VH Stockinbingal NSW, Australia",-34.49032749978268,147.79639063523638,House,4,1,2,"$602,253",,A beautiful property located in the heart of VIC.,Agent 502,+61 469 143 768,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.49032749978268,147.79639063523638&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ782J5+5W,-34.66954215360636,145.00977237823224,Unit,3,3,1,"$1,010,087",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 276,+61 473 436 361,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.66954215360636,145.00977237823224&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"292H+HQ Sutton Grange VIC, Australia",-36.99853011750741,144.3794078479298,House,1,3,3,"$1,347,114",,A beautiful property located in the heart of VIC.,Agent 100,+61 438 627 989,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.99853011750741,144.3794078479298&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"7C42+7V Johanna VIC, Australia",-38.744355212447445,143.40215749929226,Unit,1,1,2,"$832,491",,A beautiful property located in the heart of VIC.,Agent 969,+61 471 132 879,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.744355212447445,143.40215749929226&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H3PF+WJ Wensleydale VIC, Australia",-38.41264939455195,144.07403431633506,Apartment,4,2,1,"$1,460,248",,A beautiful property located in the heart of VIC.,Agent 996,+61 468 794 724,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.41264939455195,144.07403431633506&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"258P+R7 Moulamein NSW, Australia",-34.98289999308644,144.1856979267836,Unit,1,1,3,"$786,494",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 834,+61 432 248 373,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.98289999308644,144.1856979267836&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2JJW+JH Mount Alfred VIC, Australia",-35.96840410328948,147.64643691336477,Apartment,4,2,1,"$1,990,526",,A beautiful property located in the heart of VIC.,Agent 119,+61 487 956 728,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.96840410328948,147.64643691336477&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F98V+8H San Remo VIC, Australia",-38.53413852377481,145.3938910918378,Apartment,4,3,2,"$1,673,789",,A beautiful property located in the heart of VIC.,Agent 974,+61 409 239 828,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.53413852377481,145.3938910918378&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"74HJ+2C Bailieston VIC, Australia",-36.7223908593694,145.1311175766855,House,3,1,2,"$857,409",,A beautiful property located in the heart of VIC.,Agent 974,+61 470 833 362,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.7223908593694,145.1311175766855&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MFW4+R4 Nareen VIC, Australia",-37.30297373508221,141.45533724951832,Unit,2,3,3,"$1,184,376",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 390,+61 464 293 821,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.30297373508221,141.45533724951832&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F58V+J9 Sutherland VIC, Australia",-36.53348346540988,143.19340317648528,House,4,3,2,"$808,677",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 729,+61 458 984 235,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.53348346540988,143.19340317648528&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"7WWX+8V Berrigan NSW, Australia",-35.704160479761285,145.94965625090956,House,4,2,3,"$1,253,952",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 492,+61 402 291 785,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.704160479761285,145.94965625090956&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FV54+P5 Rossbridge VIC, Australia",-37.54062718788326,142.85547572238414,Unit,5,1,1,"$1,641,337",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 578,+61 467 753 788,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.54062718788326,142.85547572238414&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG9V6W9+P4,-39.103212869113825,147.21777391023153,House,3,1,3,"$1,746,603",,A beautiful property located in the heart of VIC.,Agent 777,+61 482 466 367,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.103212869113825,147.21777391023153&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"HJQ7+WC Minyip VIC, Australia",-36.41013145069848,142.6135013435283,Apartment,2,1,3,"$856,482",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 496,+61 400 950 156,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.41013145069848,142.6135013435283&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RP37QW4+5C,-35.70455534107776,141.7560589510173,Unit,3,3,3,"$1,617,003",,A beautiful property located in the heart of VIC.,Agent 426,+61 445 324 304,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.70455534107776,141.7560589510173&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GWGJ+62 Cape Schanck VIC, Australia",-38.47449578361082,144.930118596847,Apartment,3,3,1,"$1,959,844",,A beautiful property located in the heart of VIC.,Agent 491,+61 495 677 759,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.47449578361082,144.930118596847&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"65G9+XC Hopetoun VIC, Australia",-35.77254915168113,142.1685870061458,Apartment,1,1,1,"$1,051,671",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 489,+61 465 474 642,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.77254915168113,142.1685870061458&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F8HG+89 Kaniva VIC, Australia",-36.52168527946116,141.32593812583733,Unit,2,1,3,"$1,196,002",,A beautiful property located in the heart of VIC.,Agent 297,+61 490 533 531,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.52168527946116,141.32593812583733&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ3W733+C7,-34.09642120949461,141.25321548310419,House,1,2,3,"$1,022,500",,A beautiful property located in the heart of VIC.,Agent 241,+61 421 561 333,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.09642120949461,141.25321548310419&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"J3WP+32 Gundowring VIC, Australia",-36.35477605546747,147.08500725520804,Unit,2,2,1,"$1,202,146",,A beautiful property located in the heart of VIC.,Agent 694,+61 427 624 967,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.35477605546747,147.08500725520804&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"7M5M+W6 Brocklesby NSW, Australia",-35.74022901771412,146.68300383347278,House,3,1,1,"$923,908",Sun 03 Nov 03:12 AM,A beautiful property located in the heart of VIC.,Agent 390,+61 438 568 827,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.74022901771412,146.68300383347278&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F5QV+8M Anglesea VIC, Australia",-38.511700690993905,144.19414572074507,Unit,5,2,2,"$1,734,610",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 207,+61 462 989 730,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.511700690993905,144.19414572074507&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q8XM+79 Wyangle NSW, Australia",-35.201858277471345,148.3334419071451,Unit,2,2,1,"$833,530",,A beautiful property located in the heart of VIC.,Agent 171,+61 476 150 638,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.201858277471345,148.3334419071451&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHC92GJ+24,-38.62491858914561,148.03028319220755,Apartment,4,2,2,"$489,520",,A beautiful property located in the heart of VIC.,Agent 364,+61 431 906 756,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.62491858914561,148.03028319220755&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"290 Sungarrin Rd, Hilldene VIC 3660, Australia",-37.04917938935921,145.09096535638147,House,5,3,1,"$1,751,396",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 534,+61 462 182 250,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.04917938935921,145.09096535638147&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9WMP+7Q Cowabbie NSW, Australia",-34.616801578061775,146.93692034202817,Apartment,4,3,2,"$1,634,947",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 673,+61 439 600 948,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.616801578061775,146.93692034202817&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F95V+R5 Patchewollock VIC, Australia",-35.54038517997332,142.39290200620613,House,1,2,3,"$1,122,874",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 611,+61 464 830 389,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.54038517997332,142.39290200620613&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG7X8RJ+QR,-39.00807659588673,145.33209186224124,Unit,4,2,3,"$1,381,198",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 334,+61 456 268 934,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.00807659588673,145.33209186224124&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ47MG9+7R,-34.724268097724604,142.66957218772305,Unit,3,2,1,"$695,821",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 809,+61 403 386 417,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.724268097724604,142.66957218772305&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PFCJ+63 Woorinen VIC, Australia",-35.27946957632077,143.48016203444604,House,2,1,2,"$1,464,612",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 420,+61 472 194 384,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.27946957632077,143.48016203444604&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PGG2+C7 Hazelwood North VIC, Australia",-38.273898687846724,146.50071302335496,Apartment,2,3,1,"$1,227,901",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 134,+61 433 889 290,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.273898687846724,146.50071302335496&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"578H+HM Daltons Bridge VIC, Australia",-35.833502298388765,144.27920411782162,Apartment,2,3,3,"$1,346,292",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 405,+61 441 532 632,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.833502298388765,144.27920411782162&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"693Q+W2 Woodhouse VIC, Australia",-37.795211109248186,142.3875315091481,Unit,3,1,2,"$1,591,499",,A beautiful property located in the heart of VIC.,Agent 482,+61 417 448 980,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.795211109248186,142.3875315091481&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4G3P+4G Hotspur VIC, Australia",-37.8971857928583,141.53635491601017,House,1,2,2,"$1,861,372",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 983,+61 426 691 496,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.8971857928583,141.53635491601017&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XPHJ+WR Walwa VIC, Australia",-36.020178701892256,147.73203948794048,Unit,4,1,1,"$1,083,538",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 813,+61 424 427 628,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.020178701892256,147.73203948794048&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Manglesdorfs Ln, Kamarah NSW 2665, Australia",-34.25200981804841,146.81681549729987,Unit,2,1,3,"$970,238",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 957,+61 474 894 238,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.25200981804841,146.81681549729987&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG6X473+J5,-39.03589994462422,144.10295171165674,House,5,1,1,"$745,420",,A beautiful property located in the heart of VIC.,Agent 669,+61 426 829 266,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.03589994462422,144.10295171165674&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FJJF+HG Runnymede VIC, Australia",-36.5185489799411,144.62376966306655,Unit,3,1,1,"$1,515,376",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 793,+61 428 258 531,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.5185489799411,144.62376966306655&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XMGF+CC Wanganella NSW, Australia",-35.023936668859534,144.67357853795815,Apartment,3,3,2,"$457,307",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 326,+61 489 196 176,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.023936668859534,144.67357853795815&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ79VP8+CR,-34.613903240218804,145.8670652239241,Unit,5,3,1,"$466,207",,A beautiful property located in the heart of VIC.,Agent 176,+61 422 866 437,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.613903240218804,145.8670652239241&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"52Q5+9V Elaine VIC, Australia",-37.81155741660806,144.00965375472686,Apartment,5,3,2,"$969,920",,A beautiful property located in the heart of VIC.,Agent 813,+61 498 888 705,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.81155741660806,144.00965375472686&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8M4F+FF Yanga NSW, Australia",-34.69386701719038,143.67373231780348,House,1,1,2,"$1,227,769",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 630,+61 410 501 320,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.69386701719038,143.67373231780348&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RGCW653+V5,-39.09031761521368,148.20297907640176,House,4,1,1,"$801,231",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 423,+61 411 859 806,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.09031761521368,148.20297907640176&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PMFW+CC Barellan NSW, Australia",-34.27648663220327,146.6960818172422,House,2,3,2,"$1,586,793",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 754,+61 408 982 637,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.27648663220327,146.6960818172422&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"R2RW+33 Bookaar VIC, Australia",-38.15987021148477,143.04520333891548,House,3,3,3,"$1,981,977",,A beautiful property located in the heart of VIC.,Agent 106,+61 472 281 750,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.15987021148477,143.04520333891548&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q3CV+63 Mirrool NSW, Australia",-34.22945127254517,147.09270751514057,House,5,1,1,"$702,600",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 621,+61 411 219 396,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.22945127254517,147.09270751514057&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH3H269+R6,-38.43789623480705,141.01808689991324,Apartment,1,1,3,"$1,403,305",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 929,+61 425 195 286,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.43789623480705,141.01808689991324&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3566+F5 Telopea Downs VIC, Australia",-35.93887332247467,141.1603935060686,Apartment,5,1,2,"$1,128,208",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 623,+61 498 902 303,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.93887332247467,141.1603935060686&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4P4V+VH Heathcote VIC, Australia",-36.8927840208596,144.74395313300522,House,4,3,1,"$1,400,822",,A beautiful property located in the heart of VIC.,Agent 741,+61 440 826 695,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.8927840208596,144.74395313300522&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
