Address,City,State,Postal Code,Price,Bedrooms,Bathrooms,Parking Spaces,Description,Latitude,Longitude,Image URL,Search Keywords
"86 Flanagans Dr, Merrimu VIC 3340, Australia",Victoria,VIC,3340,$388K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.679376,144.483219,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.679376,144.483219&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '86', '3340', '5 beds', '1 baths']"
"61 McCulloch St, Nunawading VIC 3131, Australia",Victoria,VIC,3131,$386K,3,2,1,Beautiful residential property located in the heart of Victoria.,-37.817539,145.18024,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.817539,145.18024&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '61', '3131', '3 beds', '2 baths']"
"240 Yarraview Rd, Yarra Glen VIC 3775, Australia",Victoria,VIC,3775,$920K,4,2,3,Beautiful residential property located in the heart of Victoria.,-37.662045,145.35527,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.662045,145.35527&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '240', '3775', '4 beds', '2 baths']"
"140 Emmeline Dr, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$807K,3,1,3,Beautiful residential property located in the heart of Victoria.,-37.496937,144.61479,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.496937,144.61479&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '140', '3437', '3 beds', '1 baths']"
"12 York St, Prahran VIC 3181, Australia",Victoria,VIC,3181,$511K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.851834,144.998316,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.851834,144.998316&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3181', '1 beds', '2 baths']"
"172 Fitzgerald Rd, Bullengarook VIC 3437, Australia",Victoria,VIC,3437,$658K,2,3,3,Beautiful residential property located in the heart of Victoria.,-37.47658,144.490195,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.47658,144.490195&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '172', '3437', '2 beds', '3 baths']"
"15 Spring Rd, Caulfield South VIC 3162, Australia",Victoria,VIC,3162,$528K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.900749,145.028726,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.900749,145.028726&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '15', '3162', '1 beds', '2 baths']"
"40 Kinloch Ct, Craigieburn VIC 3064, Australia",Victoria,VIC,3064,$1194K,5,1,2,Beautiful residential property located in the heart of Victoria.,-37.560167,144.9559,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.560167,144.9559&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '40', '3064', '5 beds', '1 baths']"
"144, Ivanhoe VIC 3079, Australia",Victoria,VIC,3079,$987K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.755448,145.046767,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.755448,145.046767&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '144,', '3079', '5 beds', '1 baths']"
"70 Mahadys Rd, Upper Plenty VIC 3756, Australia",Victoria,VIC,3756,$772K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.428183,145.06663,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.428183,145.06663&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '70', '3756', '1 beds', '3 baths']"
"1 Stanley St, Chirnside Park VIC 3116, Australia",Victoria,VIC,3116,$968K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.755327,145.29994,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.755327,145.29994&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1', '3116', '1 beds', '1 baths']"
"1513 Merriang Rd, Beveridge VIC 3753, Australia",Victoria,VIC,3753,$731K,5,1,3,Beautiful residential property located in the heart of Victoria.,-37.504354,145.024323,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.504354,145.024323&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1513', '3753', '5 beds', '1 baths']"
"16A Higham St, Cheltenham VIC 3192, Australia",Victoria,VIC,3192,$863K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.971266,145.05676,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.971266,145.05676&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '16a', '3192', '3 beds', '3 baths']"
"65 East Rd, Pearcedale VIC 3912, Australia",Victoria,VIC,3912,$1119K,4,1,2,Beautiful residential property located in the heart of Victoria.,-38.216212,145.241494,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.216212,145.241494&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '65', '3912', '4 beds', '1 baths']"
"464 Sixth Ave, Eden Park VIC 3757, Australia",Victoria,VIC,3757,$880K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.482322,145.078465,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.482322,145.078465&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '464', '3757', '1 beds', '1 baths']"
"5 Stafford St, Hoppers Crossing VIC 3029, Australia",Victoria,VIC,3029,$410K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.854468,144.710059,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.854468,144.710059&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '5', '3029', '1 beds', '1 baths']"
"27 Brydon Cl, Mornington VIC 3931, Australia",Victoria,VIC,3931,$974K,4,2,3,Beautiful residential property located in the heart of Victoria.,-38.239143,145.066783,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.239143,145.066783&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '27', '3931', '4 beds', '2 baths']"
"152 Church Rd, Bellarine VIC 3223, Australia",Victoria,VIC,3223,$306K,5,2,3,Beautiful residential property located in the heart of Victoria.,-38.136896,144.637254,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.136896,144.637254&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '152', '3223', '5 beds', '2 baths']"
"160 Alexandra Parade, Fitzroy VIC 3068, Australia",Victoria,VIC,3068,$454K,2,1,3,Beautiful residential property located in the heart of Victoria.,-37.793397,144.981234,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.793397,144.981234&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '160', '3068', '2 beds', '1 baths']"
"6 Cyprus St, Lalor VIC 3075, Australia",Victoria,VIC,3075,$722K,3,3,1,Beautiful residential property located in the heart of Victoria.,-37.673292,145.017985,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.673292,145.017985&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '6', '3075', '3 beds', '3 baths']"
"168A Mont Albert Rd, Canterbury VIC 3126, Australia",Victoria,VIC,3126,$1152K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.818488,145.079734,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.818488,145.079734&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '168a', '3126', '5 beds', '1 baths']"
"16 Skye St, Macleod VIC 3085, Australia",Victoria,VIC,3085,$717K,3,1,2,Beautiful residential property located in the heart of Victoria.,-37.718031,145.072521,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.718031,145.072521&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '16', '3085', '3 beds', '1 baths']"
"299 Scotchmans Rd, Bellarine VIC 3223, Australia",Victoria,VIC,3223,$765K,5,2,2,Beautiful residential property located in the heart of Victoria.,-38.148818,144.629216,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.148818,144.629216&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '299', '3223', '5 beds', '2 baths']"
"146 Mackelroy Rd, Plenty VIC 3090, Australia",Victoria,VIC,3090,$403K,2,1,3,Beautiful residential property located in the heart of Victoria.,-37.671801,145.111053,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.671801,145.111053&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '146', '3090', '2 beds', '1 baths']"
"3B Stewart Ave, Parkdale VIC 3195, Australia",Victoria,VIC,3195,$659K,4,2,2,Beautiful residential property located in the heart of Victoria.,-37.992428,145.07704,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.992428,145.07704&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '3b', '3195', '4 beds', '2 baths']"
"31 Paperbark Pl, Knoxfield VIC 3180, Australia",Victoria,VIC,3180,$905K,4,1,3,Beautiful residential property located in the heart of Victoria.,-37.881074,145.25537,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.881074,145.25537&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '31', '3180', '4 beds', '1 baths']"
"12 Eaglehawk Blvd, Eynesbury VIC 3338, Australia",Victoria,VIC,3338,$607K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.791866,144.553093,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.791866,144.553093&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3338', '1 beds', '3 baths']"
"5 Robdon Ct, Donvale VIC 3111, Australia",Victoria,VIC,3111,$1180K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.800504,145.195068,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.800504,145.195068&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '5', '3111', '1 beds', '3 baths']"
"34 Kilmore Rd, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$1025K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.484182,144.59964,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.484182,144.59964&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '34', '3437', '4 beds', '2 baths']"
"143-165S Tinks Rd, Narre Warren VIC 3805, Australia",Victoria,VIC,3805,$835K,3,1,2,Beautiful residential property located in the heart of Victoria.,-38.002118,145.293038,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.002118,145.293038&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '143-165s', '3805', '3 beds', '1 baths']"
"10 Harrington Ave, Balwyn North VIC 3104, Australia",Victoria,VIC,3104,$834K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.793325,145.093239,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.793325,145.093239&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '10', '3104', '2 beds', '2 baths']"
"25 Railway Ave, Beaconsfield VIC 3807, Australia",Victoria,VIC,3807,$597K,4,3,3,Beautiful residential property located in the heart of Victoria.,-38.049175,145.36823,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.049175,145.36823&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '25', '3807', '4 beds', '3 baths']"
"63 Shannons Rd, New Gisborne VIC 3438, Australia",Victoria,VIC,3438,$487K,5,1,2,Beautiful residential property located in the heart of Victoria.,-37.419527,144.624884,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.419527,144.624884&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '63', '3438', '5 beds', '1 baths']"
"56 Mackelroy Rd, Plenty VIC 3090, Australia",Victoria,VIC,3090,$1159K,1,2,1,Beautiful residential property located in the heart of Victoria.,-37.674092,145.120242,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.674092,145.120242&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '56', '3090', '1 beds', '2 baths']"
"130 Ryans Rise, Clonbinane VIC 3658, Australia",Victoria,VIC,3658,$787K,5,2,1,Beautiful residential property located in the heart of Victoria.,-37.352134,145.080677,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.352134,145.080677&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '130', '3658', '5 beds', '2 baths']"
"290 Gunns Gully Rd, Beveridge VIC 3753, Australia",Victoria,VIC,3753,$1099K,2,3,2,Beautiful residential property located in the heart of Victoria.,-37.507083,144.917077,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.507083,144.917077&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '290', '3753', '2 beds', '3 baths']"
"2A Inkspell St, Kalkallo VIC 3064, Australia",Victoria,VIC,3064,$370K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.526285,144.968372,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.526285,144.968372&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2a', '3064', '1 beds', '1 baths']"
"39 Villas Rd, Dandenong South VIC 3175, Australia",Victoria,VIC,3175,$908K,2,1,1,Beautiful residential property located in the heart of Victoria.,-38.036347,145.197713,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.036347,145.197713&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '39', '3175', '2 beds', '1 baths']"
"53 Canadian Bay Rd, Mount Eliza VIC 3930, Australia",Victoria,VIC,3930,$869K,3,2,3,Beautiful residential property located in the heart of Victoria.,-38.179608,145.087553,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.179608,145.087553&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '53', '3930', '3 beds', '2 baths']"
"4 William St, Murrumbeena VIC 3163, Australia",Victoria,VIC,3163,$942K,5,3,3,Beautiful residential property located in the heart of Victoria.,-37.893821,145.076281,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.893821,145.076281&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3163', '5 beds', '3 baths']"
"595 C729, Wollert VIC 3750, Australia",Victoria,VIC,3750,$404K,5,2,3,Beautiful residential property located in the heart of Victoria.,-37.585647,145.034204,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.585647,145.034204&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '595', '3750', '5 beds', '2 baths']"
"1779 Romsey Rd, Romsey VIC 3434, Australia",Victoria,VIC,3434,$1069K,4,1,3,Beautiful residential property located in the heart of Victoria.,-37.349715,144.723678,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.349715,144.723678&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1779', '3434', '4 beds', '1 baths']"
"9 Ash Ct, Hoppers Crossing VIC 3029, Australia",Victoria,VIC,3029,$975K,5,2,1,Beautiful residential property located in the heart of Victoria.,-37.859421,144.707714,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.859421,144.707714&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '9', '3029', '5 beds', '2 baths']"
"220 Corrigans Ln, Darraweit Guim VIC 3756, Australia",Victoria,VIC,3756,$729K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.439766,144.885142,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.439766,144.885142&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '220', '3756', '1 beds', '3 baths']"
"15 Reed St, Albert Park VIC 3206, Australia",Victoria,VIC,3206,$1000K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.844688,144.945256,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.844688,144.945256&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '15', '3206', '2 beds', '2 baths']"
"35 Catani Blvd, Bend of Islands VIC 3097, Australia",Victoria,VIC,3097,$361K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.703251,145.283973,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.703251,145.283973&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '35', '3097', '1 beds', '1 baths']"
"1858 Whittlesea-Yea Rd, Kinglake West VIC 3757, Australia",Victoria,VIC,3757,$1019K,4,1,3,Beautiful residential property located in the heart of Victoria.,-37.429301,145.254825,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.429301,145.254825&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1858', '3757', '4 beds', '1 baths']"
"14 Scott Ct, Patterson Lakes VIC 3197, Australia",Victoria,VIC,3197,$314K,1,1,1,Beautiful residential property located in the heart of Victoria.,-38.057643,145.138512,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.057643,145.138512&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '14', '3197', '1 beds', '1 baths']"
"4 California Cres, Ferntree Gully VIC 3156, Australia",Victoria,VIC,3156,$380K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.870308,145.266648,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.870308,145.266648&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '4', '3156', '2 beds', '1 baths']"
"14I Hayloft Cl, Botanic Ridge VIC 3977, Australia",Victoria,VIC,3977,$498K,5,3,1,Beautiful residential property located in the heart of Victoria.,-38.140331,145.265063,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.140331,145.265063&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '14i', '3977', '5 beds', '3 baths']"
"27 Turning Lp, Fraser Rise VIC 3336, Australia",Victoria,VIC,3336,$822K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.704518,144.70548,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.704518,144.70548&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '27', '3336', '2 beds', '2 baths']"
"2 Belvedere Ct, Epping VIC 3076, Australia",Victoria,VIC,3076,$933K,4,3,2,Beautiful residential property located in the heart of Victoria.,-37.645694,145.045656,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.645694,145.045656&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3076', '4 beds', '3 baths']"
"26-28 Bennett Ct, Sunbury VIC 3429, Australia",Victoria,VIC,3429,$687K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.579852,144.70094,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.579852,144.70094&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '26-28', '3429', '1 beds', '1 baths']"
"47 McArthur Rd, Ivanhoe East VIC 3079, Australia",Victoria,VIC,3079,$911K,2,3,1,Beautiful residential property located in the heart of Victoria.,-37.775716,145.062194,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.775716,145.062194&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '47', '3079', '2 beds', '3 baths']"
"84 Fishermans Foreshore, Mornington VIC 3931, Australia",Victoria,VIC,3931,$802K,2,3,1,Beautiful residential property located in the heart of Victoria.,-38.224261,145.029926,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.224261,145.029926&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '84', '3931', '2 beds', '3 baths']"
"144 Clancys Ln, Woodend North VIC 3442, Australia",Victoria,VIC,3442,$714K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.32314,144.539923,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.32314,144.539923&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '144', '3442', '1 beds', '3 baths']"
"85 Palmer Rd, Sunbury VIC 3429, Australia",Victoria,VIC,3429,$994K,3,1,3,Beautiful residential property located in the heart of Victoria.,-37.497383,144.696836,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.497383,144.696836&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '85', '3429', '3 beds', '1 baths']"
"21 Rutherford Parade, Warneet VIC 3980, Australia",Victoria,VIC,3980,$827K,4,2,3,Beautiful residential property located in the heart of Victoria.,-38.227464,145.305355,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.227464,145.305355&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '21', '3980', '4 beds', '2 baths']"
"12 Bourke St, Essendon West VIC 3040, Australia",Victoria,VIC,3040,$1118K,2,1,1,Beautiful residential property located in the heart of Victoria.,-37.754666,144.886572,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.754666,144.886572&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3040', '2 beds', '1 baths']"
"109 Killara Rd, Gruyere VIC 3770, Australia",Victoria,VIC,3770,$1076K,3,1,2,Beautiful residential property located in the heart of Victoria.,-37.738131,145.457424,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.738131,145.457424&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '109', '3770', '3 beds', '1 baths']"
"418 Barringo Rd, New Gisborne VIC 3438, Australia",Victoria,VIC,3438,$594K,3,3,3,Beautiful residential property located in the heart of Victoria.,-37.42686,144.61748,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.42686,144.61748&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '418', '3438', '3 beds', '3 baths']"
"59W Southerly Dr, Mernda VIC 3754, Australia",Victoria,VIC,3754,$649K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.599115,145.06184,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.599115,145.06184&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '59w', '3754', '2 beds', '2 baths']"
"19 Mckirdys Rd, Tyabb VIC 3913, Australia",Victoria,VIC,3913,$698K,5,3,2,Beautiful residential property located in the heart of Victoria.,-38.259629,145.220158,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.259629,145.220158&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '19', '3913', '5 beds', '3 baths']"
"2700 Ballarto Rd, Koo Wee Rup VIC 3981, Australia",Victoria,VIC,3981,$551K,5,2,2,Beautiful residential property located in the heart of Victoria.,-38.150484,145.45769,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.150484,145.45769&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2700', '3981', '5 beds', '2 baths']"
"55 Market Rd, Brooklyn VIC 3012, Australia",Victoria,VIC,3012,$383K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.806439,144.840477,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.806439,144.840477&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '55', '3012', '2 beds', '2 baths']"
"78 Hume St, Upwey VIC 3158, Australia",Victoria,VIC,3158,$411K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.914288,145.322704,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.914288,145.322704&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '78', '3158', '4 beds', '3 baths']"
"20 Deepwater Court, Cranbourne West VIC 3977, Australia",Victoria,VIC,3977,$1053K,1,2,3,Beautiful residential property located in the heart of Victoria.,-38.090345,145.241367,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.090345,145.241367&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '20', '3977', '1 beds', '2 baths']"
"80 Tinning St, Brunswick VIC 3056, Australia",Victoria,VIC,3056,$887K,3,3,2,Beautiful residential property located in the heart of Victoria.,-37.758483,144.957237,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.758483,144.957237&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '80', '3056', '3 beds', '3 baths']"
"21 Holmbury Blvd, Mulgrave VIC 3170, Australia",Victoria,VIC,3170,$780K,1,3,2,Beautiful residential property located in the heart of Victoria.,-37.92624,145.204197,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.92624,145.204197&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '21', '3170', '1 beds', '3 baths']"
"23A West St, Ardeer VIC 3022, Australia",Victoria,VIC,3022,$891K,1,1,1,Beautiful residential property located in the heart of Victoria.,-37.779423,144.794751,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.779423,144.794751&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '23a', '3022', '1 beds', '1 baths']"
"234 Edenvale Cres, Kinglake West VIC 3757, Australia",Victoria,VIC,3757,$331K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.471081,145.249981,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.471081,145.249981&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '234', '3757', '4 beds', '1 baths']"
"17 Hamilton Rd, New Gisborne VIC 3438, Australia",Victoria,VIC,3438,$701K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.456674,144.609577,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.456674,144.609577&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '17', '3438', '4 beds', '2 baths']"
"21 Hale Walk, Truganina VIC 3029, Australia",Victoria,VIC,3029,$519K,2,3,1,Beautiful residential property located in the heart of Victoria.,-37.822796,144.719017,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.822796,144.719017&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '21', '3029', '2 beds', '3 baths']"
"87 Railway Cres, Williamstown VIC 3016, Australia",Victoria,VIC,3016,$357K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.861501,144.890876,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.861501,144.890876&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '87', '3016', '4 beds', '2 baths']"
